name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,source,ingestion_date
Yonex ZR 100 Light Aluminium Badminton Racquet with Full Cover | Made in India(Set of 1) | Blue,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41X68zAnG4S._AC_UL320_.jpg,https://www.amazon.in/Aluminium-Badminton-Racquet-Shuttlecock-Yellow/dp/B098JW3151/ref=sr_1_931?qid=1679216847&s=sports&sr=1-931,4.0,1,"₹1,512","₹2,015",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
CALADNIS Durable PU Badminton Squash Racquet Racket Head Protection Tape Sticker Roll Red,sports & fitness,Badminton,https://m.media-amazon.com/images/I/71hcodK2BJL._AC_UL320_.jpg,https://www.amazon.in/CALADNIS-Durable-Badminton-Racquet-Protection/dp/B0BB2H7P73/ref=sr_1_932?qid=1679216847&s=sports&sr=1-932,,,₹418,₹795,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning GP20 Badminton Maintenance and Tools (Purple),sports & fitness,Badminton,https://m.media-amazon.com/images/I/61DPxDI7SnL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-GP20-Badminton-Maintenance-Purple/dp/B07B9J73TF/ref=sr_1_933?qid=1679216847&s=sports&sr=1-933,4.1,14,₹318,₹549,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Stag Disney - Badminton Racquet Doubles,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41GETEbrsCL._AC_UL320_.jpg,https://www.amazon.in/Disney-Spiderman-Combo-Badminton-Racquet/dp/B013EC2R7E/ref=sr_1_934?qid=1679216847&s=sports&sr=1-934,3.6,3,₹549,"₹1,099",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Yonex GR 303i Black Aluminium Badminton Racquet with Full Cover(Made in India) & Yonex Mavis 200i Nylon Shuttle Cock, Pack...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71nNKnwerDL._AC_UL320_.jpg,https://www.amazon.in/Aluminium-Badminton-Racquet-Shuttle-Yellow/dp/B0BB6KWL3W/ref=sr_1_935?qid=1679216847&s=sports&sr=1-935,,,₹977,"₹1,225",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Koraemon Kids Badminton Steel Short Handle Badminton Racquets (Colour May Vary) Badminton Racket for Kids - Baby Badminton...,sports & fitness,Badminton,https://m.media-amazon.com/images/I/51GFw7V5JWL._AC_UL320_.jpg,https://www.amazon.in/Koraemon-Badminton-Handle-Racquets-Colour/dp/B0BNLQK54L/ref=sr_1_936?qid=1679216847&s=sports&sr=1-936,5.0,1,₹379,₹899,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"VICTOR Auraspeed 3100 (ARS-3100) Speed Series G5 4U Strung Badminton Racket,Pink",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61tgd6OGA+L._AC_UL320_.jpg,https://www.amazon.in/VICTOR-Auraspeed-ARS-3100-Strung-Badminton/dp/B09YRNXTY9/ref=sr_1_961?qid=1679216849&s=sports&sr=1-961,1.0,1,"₹2,967","₹3,490",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Elk Power 15X75 Feet Roof Cricket Net (Blue) Df_Belk Power_Black 60X10_25,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/91O-I0uShmL._AC_UL320_.jpg,https://www.amazon.in/Elk-Power-Cricket-Power_Black-60x10_25/dp/B09721G987/ref=sr_1_962?qid=1679216849&s=sports&sr=1-962,4.1,19,,,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Nivia 7067 Isomatrix Power 1000 Badminton Racket (G3, Black, White and Orange)",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41jTiMrdJfL._AC_UL320_.jpg,https://www.amazon.in/Nivia-Isometrix-Badminton-Racket-Strung/dp/B07L5J1XS4/ref=sr_1_963?qid=1679216849&s=sports&sr=1-963,3.9,48,₹814,₹875,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Bolt Neo - Medium,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61JmK0jk0iL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Bolt-Neo-Medium/dp/B0BVFMFSWR/ref=sr_1_964?qid=1679216849&s=sports&sr=1-964,,,₹529,₹799,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gosen G-Pro 70 Badminton String White 0.70mm - Made in Japan,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41Vz7KcH00L._AC_UL320_.jpg,https://www.amazon.in/Gosen-G-Pro-70-0-70mm/dp/B079KJLMW6/ref=sr_1_965?qid=1679216849&s=sports&sr=1-965,4.0,1,₹325,₹700,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"YONEX Microfiber Aerosonic Badminton String, White",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81pV+4u8ZpL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Aerosonic-Badminton-String/dp/B018LSNOZK/ref=sr_1_966?qid=1679216849&s=sports&sr=1-966,3.8,80,₹940,₹995,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
FEROC xega Blue Badminton Shoe,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61P7ndStfOL._AC_UL320_.jpg,https://www.amazon.in/Feroc-xega-Badminton-Shoes-Blue/dp/B07H4KB6X2/ref=sr_1_967?qid=1679216849&s=sports&sr=1-967,3.9,214,"₹1,099","₹1,399",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Klapp Zigma Badminton Set; Pack of Two Badminton Set with 10 Pcs Feather Shuttlecock with Cover,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71qJI+9kVGL._AC_UL320_.jpg,https://www.amazon.in/Klapp-Zigma-Badminton-Feather-Shuttlecock/dp/B09JLZVNTN/ref=sr_1_968?qid=1679216849&s=sports&sr=1-968,3.6,19,₹349,₹570,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Yonex Badminton Mens Cut& Sew Polo T-Shirt 851,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71+8iimFu8L._AC_UL320_.jpg,https://www.amazon.in/Yonex-Badminton-T-Shirt-Black-Medium/dp/B075QHBWDW/ref=sr_1_969?qid=1679216849&s=sports&sr=1-969,5.0,2,,"₹1,290",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Racket Touch Towel Grip (Multicolor) Pack of 5,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71D9c2ZAkgL._AC_UL320_.jpg,https://www.amazon.in/Racket-Touch-Towel-Grip-Multicolor/dp/B09TPDXRRT/ref=sr_1_970?qid=1679216849&s=sports&sr=1-970,1.9,6,₹250,₹450,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"AXG Irrevocable Badminton Set of 2, 3 Feather Shuttles, Net & Cover (Orange)",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61vx0V4R2hL._AC_UL320_.jpg,https://www.amazon.in/AXG-Irrevocable-Badminton-Feather-Shuttles/dp/B08WLVZD3R/ref=sr_1_971?qid=1679216849&s=sports&sr=1-971,3.5,13,₹510,"₹1,940",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Jaspo Shuttlecock with High Speed/Great Stability and Durability for Indoor Outdoor Training/Practice Badminton Rackets Sp...,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51Ywr5UmD0L._AC_UL320_.jpg,https://www.amazon.in/Shuttlecock-Stability-Durability-Training-Badminton/dp/B09LSB4J9B/ref=sr_1_972?qid=1679216849&s=sports&sr=1-972,3.2,8,₹379,₹699,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
AXG Stylish and Durable Thrasher 40L Badminton/Squash/Tennis Bag with 3 compartments (Kit Bag),sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71CSygSnjiL._AC_UL320_.jpg,https://www.amazon.in/AXG-Stylish-Thrasher-Badminton-compartments/dp/B0BX3QRWGN/ref=sr_1_973?qid=1679216849&s=sports&sr=1-973,,,₹649,"₹1,500",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Airavat Drift Badminton Racket, Full Size Carbon Badminton Racquet, Mint Green",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71V8WntAH3L._AC_UL320_.jpg,https://www.amazon.in/Airavat-Badminton-Racket-Carbon-Racquet/dp/B0BDMTSLCB/ref=sr_1_974?qid=1679216849&s=sports&sr=1-974,,,₹920,₹949,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Cosco Nylon Badminton Nets, Cotton Brown, 4 side tape",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61vJNuz+m+L._AC_UL320_.jpg,https://www.amazon.in/Original-Badminton-Official-specifications-shopping/dp/B01LI77GQE/ref=sr_1_975?qid=1679216849&s=sports&sr=1-975,3.6,10,₹790,₹920,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Gyronax A1 Feather Badminton Shuttlecock (Black, Pack of 10)",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41YAK9B0HzL._AC_UL320_.jpg,https://www.amazon.in/Gyronax-Feather-Badminton-Shuttlecock-Pack/dp/B07QJ61GS2/ref=sr_1_976_mod_primary_new?qid=1679216849&s=sports&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-976,3.5,122,₹290,₹600,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
DSC Akido Badminton Shoes White-Navy-Crepe UK-2,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71udGCes-tL._AC_UL320_.jpg,https://www.amazon.in/DSC-Akido-Badminton-Shoes-White-Navy-Crepe/dp/B0BC89VWK7/ref=sr_1_977?qid=1679216849&s=sports&sr=1-977,,,,"₹1,099",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Cosco AERO No. 727 Nylon Shuttle cock (yellow) nylon base. Set of 6 Cock.,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61TGrrYApSL._AC_UL320_.jpg,https://www.amazon.in/Cosco-Nylon-Shuttle-yellow-nylon/dp/B06XT418RY/ref=sr_1_978?qid=1679216849&s=sports&sr=1-978,4.1,165,₹630,₹820,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Konex Bloomun Anti-Slip Badminton / Tennis / Squash Racket Handle Over Grips. (2),sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51L4VRx+ypL._AC_UL320_.jpg,https://www.amazon.in/Konex-Bloomun-Anti-Slip-Badminton-Tennis/dp/B0778TBX55/ref=sr_1_979?qid=1679216849&s=sports&sr=1-979,3.3,39,₹150,₹299,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Wizme Tennis Badminton Racket Set with Foam Soft Ball for Kids Adults Pack of 1,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61ijh9j-YXS._AC_UL320_.jpg,https://www.amazon.in/Wizme-Tennis-Badminton-Racket-Adults/dp/B098F5JJ17/ref=sr_1_980?qid=1679216849&s=sports&sr=1-980,,,₹343,₹499,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Cocus C-79 Men Badminton Shoes,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71Gn7mYaxML._AC_UL320_.jpg,https://www.amazon.in/Cocus-C-79-Badminton-Shoes-Yellow/dp/B07R5V1295/ref=sr_1_981?qid=1679216849&s=sports&sr=1-981,3.1,3,,₹876,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning Turbo 99 Unstrung Carbon Fiber Badminton Racket with Free Full Cover (BLACK/ORANGE),sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61-Ub2Ue0GL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Turbo-Unstrung-Carbon-Racket/dp/B08VF2MD2L/ref=sr_1_982?qid=1679216849&s=sports&sr=1-982,3.4,6,"₹1,790","₹4,590",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Silver's SB-100 2 Alloy Steel Badminton Rackets Combo, Red-Yellow",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81QcI+eq2DL._AC_UL320_.jpg,https://www.amazon.in/Silvers-SB-100-Combo-4-Rackets-Red-Yellow/dp/B083GXWLWW/ref=sr_1_983?qid=1679216849&s=sports&sr=1-983,3.2,186,₹299,₹349,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"VICTOR NS-3000 Nylon Shuttle Cock, Pack of 6 (Yellow)",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/519qSfyugiL._AC_UL320_.jpg,https://www.amazon.in/Victor-NS-3000-Nylon-Shuttle-Yellow/dp/B07FCL2VP8/ref=sr_1_984?qid=1679216849&s=sports&sr=1-984,3.5,44,₹799,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Yonex SUNR 4711TK Tournament Team Badminton Kitbag,sports & fitness,Badminton,https://m.media-amazon.com/images/I/81sZq3BcjML._AC_UL320_.jpg,https://www.amazon.in/Yonex-4711TK-Tournament-Badminton-Kitbag/dp/B0BWY9HFVX/ref=sr_1_1081?qid=1679216851&s=sports&sr=1-1081,4.4,121,,₹875,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
YONEX Badminton Champion Racquet Bag 22926T BT6-SR,sports & fitness,Badminton,https://m.media-amazon.com/images/I/91qCeRDSq1L._AC_UL320_.jpg,https://www.amazon.in/YONEX-Badminton-Champion-Racquet-22926T/dp/B0BHPQFCNJ/ref=sr_1_1082?qid=1679216851&s=sports&sr=1-1082,,,"₹5,588","₹7,899",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gmefvr Kk Konex Badminton String 0.62mm 10.5 Meter Dual Code Technology Pack of 2,sports & fitness,Badminton,https://m.media-amazon.com/images/I/31kBYDcm-yL._AC_UL320_.jpg,https://www.amazon.in/Gmefvr-Badminton-String-0-62mm-Technology/dp/B09N9M9KCM/ref=sr_1_1083?qid=1679216851&s=sports&sr=1-1083,,,₹95,₹299,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-ning Badminton String AP7 (Pack of 1),sports & fitness,Badminton,https://m.media-amazon.com/images/I/81QJTW40GML._AC_UL320_.jpg,https://www.amazon.in/Li-ning-Badminton-String-AP7-Green/dp/B07HQ5WJYF/ref=sr_1_1084?qid=1679216851&s=sports&sr=1-1084,3.6,28,₹360,₹450,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Gosen OG120 Super Tacky Grips - White - (Pack of 25 Grips),sports & fitness,Badminton,https://m.media-amazon.com/images/I/81ZYjs3y7eL._AC_UL320_.jpg,https://www.amazon.in/Gosen-OG106-Super-Tacky-Grips/dp/B07D6BM3PX/ref=sr_1_1085?qid=1679216851&s=sports&sr=1-1085,5.0,2,"₹1,500","₹2,500",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Lotus Badminton Feather Shuttlecock Swift 72 (Imported Pack of 12 Pcs),sports & fitness,Badminton,https://m.media-amazon.com/images/I/61Z4Ocw4EJL._AC_UL320_.jpg,https://www.amazon.in/Lotus-Badminton-Feather-Shuttlecock-Swift/dp/B07ZCSN5C1/ref=sr_1_1086?qid=1679216851&s=sports&sr=1-1086,,,₹749,"₹1,070",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Yonex Wrist Band WB08501,sports & fitness,Badminton,https://m.media-amazon.com/images/I/912uUoedDPL._AC_UL320_.jpg,https://www.amazon.in/YONEX-Wrist-WB08501-Green-8903224342432/dp/B0BB89514Y/ref=sr_1_1087?qid=1679216851&s=sports&sr=1-1087,4.8,6,,₹179,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Vector X CS-2060-BLK-YLW-9 Synthetic Courtshoes, 9 UK, (Black)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/41uGvzEtAuL._AC_UL320_.jpg,https://www.amazon.in/Vector-CS-2060-BLK-YLW-9-Synthetic-Courtshoes-Black/dp/B07WPST2WB/ref=sr_1_1088?qid=1679216851&s=sports&sr=1-1088,3.8,27,"₹1,329","₹1,899",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"FZ Forza Vigorous Non Marking Badminton Shoes for Men, Innovated in Denmark",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61UcKhBBswL._AC_UL320_.jpg,https://www.amazon.in/FZ-Forza-Vigorous-Badminton-Numeric_11_Point_5/dp/B0BPMBBH8Z/ref=sr_1_1089?qid=1679216851&s=sports&sr=1-1089,3.4,3,"₹7,599","₹9,499",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Toyshine 10m Durable High Elastic Badminton Racket String, Tennis Racket Line- Thread Wire (1Pc, Multicolor) (SSTP)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/51SPBcoZu5L._AC_UL320_.jpg,https://www.amazon.in/Toyshine-Durable-Elastic-Badminton-Multicolor/dp/B08NCRJ1VW/ref=sr_1_1090?qid=1679216851&s=sports&sr=1-1090,3.3,9,₹224,₹299,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Li-Ning Saga Lite 6 Badminton Shoe, Black/Orange",sports & fitness,Badminton,https://m.media-amazon.com/images/I/610ZANIIEdL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Saga-Badminton-Black-Orange/dp/B0BJVQXNDV/ref=sr_1_1091?qid=1679216851&s=sports&sr=1-1091,3.1,5,"₹4,495","₹5,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Li-Ning Ultra Speed Badminton Shoe, Navy Blue/Orange/Lime",sports & fitness,Badminton,https://m.media-amazon.com/images/I/51CdIncG96L._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Ultra-Speed-Badminton-Orange/dp/B0BTYHG7YM/ref=sr_1_1092?qid=1679216851&s=sports&sr=1-1092,5.0,2,"₹3,489","₹4,590",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"PARV Badminton Shuttlecock A Grade Badminton Feather Shuttlecock Champion Model,Badminton Shuttlecocks with Great Stabilit...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71-mPPjWQpL._AC_UL320_.jpg,https://www.amazon.in/PARV-Badminton-Shuttlecock-Shuttlecocks-Durability/dp/B0B53BZ1BL/ref=sr_1_1093?qid=1679216851&s=sports&sr=1-1093,2.7,8,₹299,₹699,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Badminton NET Nylon and COTTAN Single Strip USE for Home Training,sports & fitness,Badminton,https://m.media-amazon.com/images/I/41W4lClj8xL._AC_UL320_.jpg,https://www.amazon.in/Badminton-Nylon-COTTAN-Single-Training/dp/B08T5M697D/ref=sr_1_1094?qid=1679216851&s=sports&sr=1-1094,2.2,5,₹159,₹165,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"ProZone Nylon Badminton Net, Four Side HDPE Tape, .90 MM Thickness, 40 MM Mesh Size (White)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61HAhVh1jDL._AC_UL320_.jpg,https://www.amazon.in/ProZone-Nylon-Badminton-Thickness-White/dp/B09SGDFGB1/ref=sr_1_1095?qid=1679216851&s=sports&sr=1-1095,4.2,6,₹325,₹950,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Li-Ning AYQJ026-3 SG Competition Goose Feather Shuttlecock (White),sports & fitness,Badminton,https://m.media-amazon.com/images/I/71bOY77NYeL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-AYQJ026-3-Competition-Shuttlecock-White/dp/B01AWIIGGY/ref=sr_1_1096?qid=1679216851&s=sports&sr=1-1096,3.4,4,"₹2,100","₹2,890",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Klapp Badminton Racquet Set of 4 Badminton + Net,sports & fitness,Badminton,https://m.media-amazon.com/images/I/81aXHQsqBqL._AC_UL320_.jpg,https://www.amazon.in/Klapp-Badminton-Racquet-Set-Net/dp/B09FT53ZX2/ref=sr_1_1097?qid=1679216851&s=sports&sr=1-1097,3.2,30,₹499,"₹1,699",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Vicky Pluto Feather Shuttlecock Ideal for Friendly Matches, Competitions, Gifting, Regular Sports, Practising & Entertainm...",sports & fitness,Badminton,https://m.media-amazon.com/images/I/31MjZHMon1L._AC_UL320_.jpg,https://www.amazon.in/Vicky-Pluto/dp/B087ZNVTC2/ref=sr_1_1098?qid=1679216851&s=sports&sr=1-1098,2.5,2,₹337,₹415,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Hipkoo Sports Series Badminton Rackets Set of 2 | Wide Body Shuttle Bat with Cover and 3 Shuttles | T-Joint and Fluid Frame,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61sMv3ZUdfL._AC_UL320_.jpg,https://www.amazon.in/Badminton-Complete-Rackets-Feather-Shuttles/dp/B08LS7Z3RH/ref=sr_1_1099?qid=1679216851&s=sports&sr=1-1099,3.2,268,₹499,₹880,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"HEAD Boast 65 Nylon Badminton Racquet String (Yellow, 10m)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/71JSiiOyvWL._AC_UL320_.jpg,https://www.amazon.in/Boast-65-Badminton-Racquet-String/dp/B07QVJZMXB/ref=sr_1_1100?qid=1679216851&s=sports&sr=1-1100,4.0,40,₹370,₹380,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"FZ FORZA SOFT GRIPS, PACK OF 2 Black",sports & fitness,Badminton,https://m.media-amazon.com/images/I/61eeO8myYZL._AC_UL320_.jpg,https://www.amazon.in/FZ-FORZA-Grips-Classic-Color/dp/B098BPSVJM/ref=sr_1_1101?qid=1679216851&s=sports&sr=1-1101,4.4,5,₹287,₹359,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Victall Unisex White PU Badminton Shoes/Tennis Shoes,sports & fitness,Badminton,https://m.media-amazon.com/images/I/61Q8LMfbzpL._AC_UL320_.jpg,https://www.amazon.in/Victall-Unisex-Badminton-Tennis-Numeric_8/dp/B0BVHPBLN4/ref=sr_1_1102?qid=1679216851&s=sports&sr=1-1102,,,₹839,"₹1,599",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Li-Ning Wind Lite 700 Carbon Fibre Unstrung Badminton Racket with Free Full Cover, (Purple/Peach, s1)",sports & fitness,Badminton,https://m.media-amazon.com/images/I/81ccj5MLNkL._AC_UL320_.jpg,https://www.amazon.in/Li-Ning-Carbon-Unstrung-Badminton-Racket/dp/B08PD9DD13/ref=sr_1_1103?qid=1679216851&s=sports&sr=1-1103,5.0,2,"₹3,590","₹5,990",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Yonex Mavis 200i Nylon Shuttlecock Combo, Set of 2",sports & fitness,Badminton,https://m.media-amazon.com/images/I/51dbgW0mh6L._AC_UL320_.jpg,https://www.amazon.in/Yonex-Mavis-Nylon-Shuttlecock-Yellow/dp/B078N6SC7F/ref=sr_1_1104?qid=1679216851&s=sports&sr=1-1104,4.0,95,₹899,₹950,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
Protoner Wsg Ball Badminton wooden Racket raja with Strings,sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61DyRL4aoDL._AC_UL320_.jpg,https://www.amazon.in/Ball-Badminton-wooden-Racket-Strings/dp/B01F1WJD5O/ref=sr_1_1345?qid=1679216855&s=sports&sr=1-1345,3.7,42,₹820,₹999,clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Babolat 757009 BackRacq Badminton Backpack, Blue/Red",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51x4Ry9nHOL._AC_UL320_.jpg,https://www.amazon.in/Babolat-757009-BackRacq-Badminton-Backpack/dp/B08B438CXR/ref=sr_1_1346?qid=1679216855&s=sports&sr=1-1346,3.5,9,"₹3,599","₹4,499",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
"Yonex ZR 100 Light Aluminium Blend Badminton Racquet with Full Cover, Set of 2 (Black/Red) & Yonex Mavis 200i Aluminium Bl...",sports & fitness,Badminton,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51JaznkYyTL._AC_UL320_.jpg,https://www.amazon.in/Yonex-Aluminium-Badminton-Racquet-Shuttlecock/dp/B08615KRDF/ref=sr_1_1347?qid=1679216855&s=sports&sr=1-1347,,,"₹1,929","₹2,550",clean_clean_clean_all(1),2026-03-27 12:59:57.235240
